user_name,tweet_id,user_id,text,location,creation_time,favorite_count,retweet_count,followers_count,media_url,language
AnaiJka,1268362979617181697,1035098249655459840,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L","Malakoff, France",2020-06-04 02:04:34,0,37922,12,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
ililllilllliiil,1268362977545277443,895857542190034944,George Floyd was a methed out pornstar and you're gonna burn the country down over him!! Get real?!… https://t.co/iPWvtsRQ49,,2020-06-04 02:04:33,0,0,1,,en
MysticFlame159,1268362976999989260,1181903644649762821,"Me and the boys ENDING racism by posting kpop fancams to #BlueLivesMatters 

it wasn't trending until kpop idiots made it trend",,2020-06-04 02:04:33,0,0,10,,en
TheNerdySparrow,1268362975653564418,501920267,"RT @Mackletrain: Me waking up and seeing #WhiteLivesMatter trending, and then discovering it's because #kpopstans are once again riding har…","Rhode Island, USA",2020-06-04 02:04:33,0,2242,192,,en
josh_asher_,1268362973501890571,451009825,RT @3r1nG: K-Pop stans are still controlling the #BlueLivesMatter hashtag currently trending #11 🥰 amazing job https://t.co/3aaejMZrfu,Jamaica,2020-06-04 02:04:32,0,9,593,"http://pbs.twimg.com/media/EZobC0yWoAE98cI.jpg
http://pbs.twimg.com/media/EZobC0jXkAEygHT.jpg
http://pbs.twimg.com/media/EZobC0tXsAAANwq.jpg
http://pbs.twimg.com/media/EZobC0uXYAISNZc.jpg",en
aukletqd,1268362973216718849,23551268,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,,2020-06-04 02:04:32,0,2645,2945,,en
Alexi_Olivia,1268362971509600257,932371827967459328,RT @lil_BIBA68: Definitely dont do this if you get arrested and have to sign some doc #BlueLivesMatter #protests https://t.co/MDRtb8J04D,"Georgia, United States",2020-06-04 02:04:32,0,19,75,http://pbs.twimg.com/ext_tw_video_thumb/1268348006966996999/pu/img/9gXVNp1D_pOygn-f.jpg,en
derry_girIs,1268362968619679747,728393965326766080,RT @KrSissy: Tobias Funke matters✊ @davidcross #BlueLivesMatters https://t.co/18o6Ow3SgP,(she/her),2020-06-04 02:04:31,0,324,141,http://pbs.twimg.com/media/EZoAVWZXgAEg4IG.jpg,en
OrangeShamWow,1268362965998280707,800849507000942592,All the respect in the world to America's law enforcement but for those in blue who support this racist...hes tarni… https://t.co/P1K0xVjb6H,Deep Red South USA,2020-06-04 02:04:30,0,0,435,,en
josh_asher_,1268362963955654657,451009825,RT @lil_BIBA68: Definitely dont do this if you get arrested and have to sign some doc #BlueLivesMatter #protests https://t.co/MDRtb8J04D,Jamaica,2020-06-04 02:04:30,0,19,593,http://pbs.twimg.com/ext_tw_video_thumb/1268348006966996999/pu/img/9gXVNp1D_pOygn-f.jpg,en
judy_schade,1268362961585876992,3745599797,@TheOfficerTatum #DavidDornsLifeMatters #Iwillnotbendtheknee #BlueLivesMatter  God Bless America 🙏🙏🙏🇺🇸🇺🇸🇺🇸,Canada,2020-06-04 02:04:29,0,0,6138,,en
Queenie0910,1268362960201641984,1132204103092670464,"RT @LonelyBrokenAn: Going  through this #WhiteLivesMatter for a few hours ,watch many kpop fancams, but this four fancam caught my eyes who…",,2020-06-04 02:04:29,0,622,834,,en
mayra0824,1268362955428630528,439653385,FELLOW KPOP STANS: #AllLivesMatter and #BlueLivesMatter are still in need of our help on Instagram!!!! Please help… https://t.co/u9NO5IidxK,NYC Living/Texas Bound,2020-06-04 02:04:28,0,0,380,,en
gepringle,1268362954346463234,43636068,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,,2020-06-04 02:04:28,0,2646,214,,en
bitchasshacobo,1268362953314594817,1043594426281418752,RT @_Redpanda01: Full respect to the boys in blue. #BlueLivesMatters https://t.co/SJN0lKR6kE,,2020-06-04 02:04:27,0,77,47,http://pbs.twimg.com/media/EZn_kYSUEAAPY75.jpg,en
itsLiterallyHim,1268362952933081088,58894482,"Yes..Blue Ivy live does matter!! 💙💙
#BlueLivesMatters https://t.co/FPebiGAynV",in the BeyHive 🍯🐝,2020-06-04 02:04:27,0,0,1185,http://pbs.twimg.com/tweet_video_thumb/EZohYVcWAAEyI8m.jpg,en
oFightingirish9,1268362952068853761,765360172818571264,RT @larryelder: How many unarmed blacks were killed by cops last year? 9. How many unarmed whites were killed by cops last year? 19.  More…,"Nevada, USA",2020-06-04 02:04:27,0,15087,80,,en
NancyHa38139650,1268362950793990146,885717290393542661,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,,2020-06-04 02:04:27,0,2632,211,,en
jenw307,1268362949485199360,2460722557,RT @Constellasaur: You guys had me wondering why the fuck #BlueLivesMatter was trending and ya'll got me WHEEZING https://t.co/HsE3OflDH1,,2020-06-04 02:04:26,0,296,174,"http://pbs.twimg.com/media/EZnT8IRXgAMSZqa.jpg
http://pbs.twimg.com/media/EZnT8jTWkAEIv_Q.jpg
http://pbs.twimg.com/media/EZnT8-EWAAEsfrb.jpg
http://pbs.twimg.com/media/EZnT9mUWAAAy54p.jpg",en
ddaengsam,1268362945743990785,1012163485554397189,"yes, blue lives DO matter 🤩
#BlueLivesMatter https://t.co/s0WCg2BSNn",en tu corazon ,2020-06-04 02:04:25,0,0,744,"http://pbs.twimg.com/media/EZohX9sWoAANdjI.jpg
http://pbs.twimg.com/media/EZohX9sXkAkzILv.jpg
http://pbs.twimg.com/media/EZohX9tWsAES1bQ.jpg",en
sushi27597594,1268362944158425088,1224264997817077760,#BlueLivesMatter jungkook come thru https://t.co/XvydL6CZT0,,2020-06-04 02:04:25,0,0,1,http://pbs.twimg.com/media/EZohXzSUMAceJWT.jpg,en
Jeff81370671,1268362943479111682,883700061674385410,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,S.C. No lists No trains Thanks,2020-06-04 02:04:25,0,2646,5107,,en
NowaySherise,1268362941881090061,1240637814250917889,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,"Illinois, USA",2020-06-04 02:04:25,0,2646,276,,en
Texmom9,1268362940241055744,1176861569281642497,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,,2020-06-04 02:04:24,0,2646,423,,en
_0Stardust0_,1268362934201303041,1208436322840518656,RT @sumaya_zee: A few gems from today’s protest at Hyde Park Lnd #BlueLivesMatter #londonprotest https://t.co/0UohN7pzuN,,2020-06-04 02:04:23,0,16,109,"http://pbs.twimg.com/media/EZn_WSKWkAEOHD7.jpg
http://pbs.twimg.com/media/EZn_WTVX0AMZgQP.jpg
http://pbs.twimg.com/media/EZn_WUoWoAA76i6.jpg
http://pbs.twimg.com/media/EZn_WbUXgAIhA_-.jpg",en
Xxcynthiax97X,1268362932200648704,325696296,"RT @greggellineau: The largest animals to have ever lived on Earth, blue whales can grow to over 30m long and weigh more than 130,000kg – t…","Miami, FL",2020-06-04 02:04:22,0,2,624,,en
Alexa_Nathalie_,1268362928996171776,2727028982,"RT @ruben_amazing: #BlueLivesMatters 

You can’t tell me this guys life doesn’t matter. Just look at him! 😭😭😭 https://t.co/51gDaV31Nq","Pennsylvania, USA",2020-06-04 02:04:21,0,139,854,"http://pbs.twimg.com/media/EZmfODKXkAIhBPo.jpg
http://pbs.twimg.com/media/EZmfODLXQAEdomq.jpg
http://pbs.twimg.com/media/EZmfODKXYAAL0wP.jpg",en
josh_asher_,1268362927372984326,451009825,"RT @LondonJemal6: Embrace,Empathize,Empower ✊🏾🖤 #BlueLivesMatter #GeorgeFloyd https://t.co/1lNmBFYua5",Jamaica,2020-06-04 02:04:21,0,29,593,"http://pbs.twimg.com/media/EZn9UeFUYAE6Fd0.jpg
http://pbs.twimg.com/media/EZn9UeFUcAEW-W2.jpg
http://pbs.twimg.com/media/EZn9UeHVcAAS6Ow.jpg
http://pbs.twimg.com/media/EZn9UeHVcAEr89B.jpg",en
Shy_HawesSundem,1268362925951066112,3941772916,RT @pretti_br0wn: I’m not gonna lie KPop stans really holding it down on twitter  #BlueLivesMatters https://t.co/8twGoGOtSu,Someplace with wifi,2020-06-04 02:04:21,0,256,499,http://pbs.twimg.com/tweet_video_thumb/EZoDlGkWkAU9L_o.jpg,en
yumeowko,1268362924369690625,1205870277596336128,"RT @realDekuStan: #BlueLivesMatters yes finally people see the light, stan Jinbei, first son of the sea and member of the Straw Hat pirates…",22♡+63,2020-06-04 02:04:20,0,6,416,,en
PageOneDegree,1268362923367231489,1227087921590616064,STAN TWITTER WE FOUND ONE LURKING HERE #kpop #whitelivesmatter https://t.co/8dEWnj6HBR https://t.co/oeSnYnVCID,,2020-06-04 02:04:20,0,0,35,http://pbs.twimg.com/ext_tw_video_thumb/1268362864298885121/pu/img/5FD10cqA-5hjQP8m.jpg,en
Chickenisa10,1268362923207991298,81552547,RT @moonlightubat: #BlueLivesMatter wtf is this i’m calling the cops the real cops https://t.co/pjZPBYva28,"Chicago, IL",2020-06-04 02:04:20,0,813,792,http://pbs.twimg.com/media/EZnd82RWkAEdNgb.jpg,en
HANNAHVSW0RLD,1268362922670960642,982889025961787392,RT @kuma_619: We fucking LOVE to see it! 😂😂 #bluelivesmatters trending for all the RIGHT reasons. https://t.co/dAUhdvTqux,,2020-06-04 02:04:20,0,267,108,http://pbs.twimg.com/ext_tw_video_thumb/1268330019476078594/pu/img/E6jKzgLeXLfNfCa7.jpg,en
MMoore_20,1268362921870057473,924333140423925760,I am not going to sit here and tolerate racism. I stand here with hope that Racism and Police Brutality will end.… https://t.co/8dGbrKGNPu,,2020-06-04 02:04:20,0,0,119,,en
SaintOfSoCal,1268362920238305280,4812950828,@PooranChandBai2 @MA1KSA @MutahNapoleon #BlueLivesMatter unless they're killed by other blacks. Then it can't be us… https://t.co/gvw9HVUcVq,"Birnin Azzaria, Wakanda",2020-06-04 02:04:19,0,0,1710,,en
fortunate_auri,1268362920003375106,879154758388338688,RT @CrankGameplays: seeing all you kpop stans jam up #WhiteLivesMatter makes me so damn happy 😊 🥰,,2020-06-04 02:04:19,0,3257,6,,en
QueenofProcras1,1268362916379545601,1214462573845696513,RT @_The_Morrigan_: #WhiteLivesMatter fucka you if youre actually here for racism https://t.co/bNOO7DGOun,,2020-06-04 02:04:18,0,262,3,"http://pbs.twimg.com/media/EZm6xppXQAAISMK.jpg
http://pbs.twimg.com/media/EZm60Q1WoAMRZgp.jpg",en
NonCanoncrew,1268362911833042945,3381435748,"Shoutout to this queen, she played a key role in saving the Earth #BlueLivesMatter https://t.co/BjnbIp3zde",Debauchery Island,2020-06-04 02:04:17,1,0,372,http://pbs.twimg.com/media/EZohV8_XQAg-6hM.jpg,en
wafzal,1268362907953377283,20514687,"RT @GuzKhanOfficial: Also, please stop perpetuating the stereotype that all racists are THICK and STUPID.

Some of the most dangerous racis…",UK,2020-06-04 02:04:16,0,48,305,,en
zoeelanda,1268362906032316421,1111094170247221248,RT @aphoberights: respect our boys in blue!! #BlueLivesMatter https://t.co/85WenWkE5m,,2020-06-04 02:04:16,0,257,73,"http://pbs.twimg.com/media/EZnOuTjXQAAb45r.jpg
http://pbs.twimg.com/media/EZnOuTiXgAAKTea.jpg
http://pbs.twimg.com/media/EZnOuTgXYAA3Noz.jpg
http://pbs.twimg.com/media/EZnOuThWkAAcIyH.jpg",en
fingernailowner,1268362901557055494,909512856613347329,A LIST OF EVERY #BlueLivesMatter CANDIDATE,"Prattville, AL",2020-06-04 02:04:15,0,0,71,,en
cerebellum136,1268362900512464896,1209897122964725761,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",,2020-06-04 02:04:15,0,37922,2,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
EliEliencinas,1268362899514372096,544843668,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",The ARK,2020-06-04 02:04:14,0,37922,36,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
Flori7thpayback,1268362896708337668,3417490397,RT @YourAnonCentral: Report from the battle: The Anonymous K-Pop division #OpFanCam has successfully eliminated the hashtag #whiteoutwednsd…,,2020-06-04 02:04:14,0,8243,22,,en
EmpressOfNether,1268362896528080903,4920073805,maybe if you stanned william schofield #WhiteOutWednesday https://t.co/OnujDBJRhi,probably playing fallout,2020-06-04 02:04:14,0,0,222,http://pbs.twimg.com/ext_tw_video_thumb/1237512004027289600/pu/img/7OYLSjYKlwJtoZrz.jpg,en
zayynesh,1268362893579309056,2751542328,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L","Stockton, CA",2020-06-04 02:04:13,0,37920,311,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
jonthibs69,1268362886264565760,768138753495949312,RT @lil_BIBA68: Definitely dont do this if you get arrested and have to sign some doc #BlueLivesMatter #protests https://t.co/MDRtb8J04D,"Massachusetts, USA",2020-06-04 02:04:11,0,19,11,http://pbs.twimg.com/ext_tw_video_thumb/1268348006966996999/pu/img/9gXVNp1D_pOygn-f.jpg,en
_HanLukePicard_,1268362885358485506,761091816611389442,RT @KrSissy: Tobias Funke matters✊ @davidcross #BlueLivesMatters https://t.co/18o6Ow3SgP,"California, USA",2020-06-04 02:04:11,0,324,23,http://pbs.twimg.com/media/EZoAVWZXgAEg4IG.jpg,en
DESP41RK00,1268362885086011393,1246217953504354304,RT @elijahdaniel: why is it 8am and i am literally teary eyed that kpop twitter hijacked the #WhiteLivesMatter hashtag to drown out the rac…,"England, United Kingdom",2020-06-04 02:04:11,0,7976,557,,en
Trump2020MP,1268362883441844226,1228519772175900673,RT @Trump2020MP: #BlueLivesMatters I support cops over criminals.  These terrorist need to be taken down!  I am ready to help!,New York,2020-06-04 02:04:11,0,10,3267,,en
ameliathedragon,1268362881319473153,4042265787,RT @CrankGameplays: seeing all you kpop stans jam up #WhiteLivesMatter makes me so damn happy 😊 🥰,Whitestone,2020-06-04 02:04:10,0,3257,18,,en
hibahajj,1268362880279248896,396139154,"RT @connect2ke: Pay attention to how Malcolm X predicted the future of this country in 1961.

#GeorgeFlyod 
#WhiteLivesMatter
Trina
Drew Br…",lebanon,2020-06-04 02:04:10,0,607,56,,en
arthycks,1268362878840483842,1171600728466419713,#BlueLivesMatters nah join jeno cult https://t.co/8DUYFj9m5A,jeno cult hq ; s/h ,2020-06-04 02:04:10,0,0,1166,http://pbs.twimg.com/ext_tw_video_thumb/1248751014121033728/pu/img/ZP_XfF7tDmcsleLy.jpg,en
irl_christine,1268362878085718016,1021509793230610432,"RT @sheraisgay: To the kpop stans taking over the #whitelivesmatter and other tags as well as spamming police apps with fancams, I fucking…","Texas, USA",2020-06-04 02:04:09,0,433,39,,en
MarionC90459372,1268362876789510144,1116462972530876416,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,,2020-06-04 02:04:09,0,2646,35,,en
TattiAndi,1268362872905699328,1248610948803256320,RT @John_KissMyBot: There are more good Police Officers than bad ones and those Good Police Officers are now targeted by those rioting thro…,,2020-06-04 02:04:08,0,159,213,,en
Alexa_Nathalie_,1268362871085432834,2727028982,RT @staryskycosplay: Yall are forgetting about the most important blue life #BlueLivesMatters https://t.co/oWNVthRu4T,"Pennsylvania, USA",2020-06-04 02:04:08,0,1151,854,"http://pbs.twimg.com/media/EZnrTjiU8AAYelx.jpg
http://pbs.twimg.com/media/EZnrTjiVAAElG4V.jpg",en
ajClevFan,1268362866350047233,311786729,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,,2020-06-04 02:04:07,0,2632,23,,en
QanonArmy45,1268362865204920322,952582302,"“I will never disrespect the American Flag” @drewbrees

Your the real hero. 🇺🇸🇺🇸🇺🇸🇺🇸
#BlueLivesMatter… https://t.co/v65BigHo0u","Alaska, USA",2020-06-04 02:04:06,0,0,2446,,en
ConservJodi,1268362860972830721,1148479488960786432,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,,2020-06-04 02:04:05,0,2632,55,,en
dorseyanne_96,1268362857059680260,1942590566,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L","Machias, Maine ",2020-06-04 02:04:04,0,37922,202,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
QueenofProcras1,1268362856723959809,1214462573845696513,"RT @theogsimp: #WhiteLivesMatter 
Me looking at kpop stans using their fancams to combat racism. https://t.co/m6q5ux7tlU",,2020-06-04 02:04:04,0,836,3,http://pbs.twimg.com/media/EZm_znbVcAEAxkv.png,en
Chimchim679,1268362856686370821,860640446917349376,"#whiteoutwendsday 
To those racist pieces of shit that clicked on #whitelivesmatter thinking it would be about… https://t.co/uQNJQmC8xQ","Toronto, Ontario",2020-06-04 02:04:04,0,0,7,,en
shandiditbetter,1268362848008355842,3045061723,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",NCAT💙✨,2020-06-04 02:04:02,0,37922,3275,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
horror_writers_,1268362846884319232,1242901182,"And if we haven’t somehow already purged you; if you’re a #BlueLivesMatter or #Whitelivematter person, unfollow thi… https://t.co/ikIq9pLaow","Ottawa, Canada",2020-06-04 02:04:02,1,0,11852,,en
QueenofProcras1,1268362845730701313,1214462573845696513,"RT @adumbbitc: #WhiteLivesMatter 
Lmaooo to all the racist fucks who opened this tag : https://t.co/hOw2Yv2KSb",,2020-06-04 02:04:02,0,417,3,http://pbs.twimg.com/media/EZm9xYPUcAA2OPq.jpg,en
liltaefairy,1268362845277675526,1181002907824488448,RT @kuma_619: We fucking LOVE to see it! 😂😂 #bluelivesmatters trending for all the RIGHT reasons. https://t.co/dAUhdvTqux,bts world,2020-06-04 02:04:02,0,267,1295,http://pbs.twimg.com/ext_tw_video_thumb/1268330019476078594/pu/img/E6jKzgLeXLfNfCa7.jpg,en
_Babytaehyungie,1268362845009465347,1131164449782419457,RT @d4nycl: I was so confused when I saw this hashtag trending  #WhiteLivesMatter then I realised it’s #kpopstans trolling racists https://…,,2020-06-04 02:04:01,0,1175,545,,en
russmove,1268362843839217665,484477723,"RT @FarukFirat1987: #BREAKING: Despite severe weather, people demonstrating now again in #Philadelphia

#BlackLivesMatter #BlueLivesMatters…",The Bat Cave,2020-06-04 02:04:01,0,6,7394,,en
1pocketaces,1268362843612680193,111107350,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,"Mississippi, USA",2020-06-04 02:04:01,0,2634,7137,,en
ddaengsam,1268362843377864704,1012163485554397189,RT @_desmtz_: I see Jimin is finally getting he recognition he deserves 😌#BlueLivesMatters https://t.co/QFki1mVOVn,en tu corazon ,2020-06-04 02:04:01,0,1,744,"http://pbs.twimg.com/media/EZocMjGXkAAwxrO.jpg
http://pbs.twimg.com/media/EZocMjJX0AMLdTi.jpg
http://pbs.twimg.com/media/EZocMjHWoAYrC-8.jpg",en
pielover365,1268362842962489345,476967125,"RT @mutualqween: Yes yes he was a hero, what he deserves #BlueLivesMatters https://t.co/YUq7U5inE6",somewhere over da rainbow,2020-06-04 02:04:01,0,51,91,"http://pbs.twimg.com/media/EZlugQWWoAA5Yat.jpg
http://pbs.twimg.com/media/EZlug0FXgAILBAs.jpg",en
h_gwater,1268362841922383872,2392833047,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",,2020-06-04 02:04:01,0,37922,1227,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
AmyDcs,1268362841578524672,3306231286,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,,2020-06-04 02:04:01,0,2634,50,,en
yaayson,1268362836285157379,113782313,RT @Constellasaur: You guys had me wondering why the fuck #BlueLivesMatter was trending and ya'll got me WHEEZING https://t.co/HsE3OflDH1,"san jose, ca",2020-06-04 02:03:59,0,296,380,"http://pbs.twimg.com/media/EZnT8IRXgAMSZqa.jpg
http://pbs.twimg.com/media/EZnT8jTWkAEIv_Q.jpg
http://pbs.twimg.com/media/EZnT8-EWAAEsfrb.jpg
http://pbs.twimg.com/media/EZnT9mUWAAAy54p.jpg",en
Ammuammuz6,1268362833017876482,1070727373417369600,"RT @Variety: K-Pop Fans Take Over #whitelivesmatter Hashtag, Drown Out Racist Posts https://t.co/2sv25nKxFt","Bangtan island, India",2020-06-04 02:03:59,0,15390,109,,en
LoQueSigue_,1268362832434941952,599718953,RT @3r1nG: K-Pop stans are still controlling the #BlueLivesMatter hashtag currently trending #11 🥰 amazing job https://t.co/3aaejMZrfu,Évrigüer,2020-06-04 02:03:58,0,9,35456,"http://pbs.twimg.com/media/EZobC0yWoAE98cI.jpg
http://pbs.twimg.com/media/EZobC0jXkAEygHT.jpg
http://pbs.twimg.com/media/EZobC0tXsAAANwq.jpg
http://pbs.twimg.com/media/EZobC0uXYAISNZc.jpg",en
cuItyeji,1268362830350356486,1081736474263986176,RT @KrSissy: Tobias Funke matters✊ @davidcross #BlueLivesMatters https://t.co/18o6Ow3SgP,she/her 17,2020-06-04 02:03:58,0,324,3585,http://pbs.twimg.com/media/EZoAVWZXgAEg4IG.jpg,en
technotired,1268362830044004352,1244886702973308928,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",19 | they/he | pan,2020-06-04 02:03:58,0,37922,64,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
nottrulyjoiful,1268362829826011138,2713174724,"RT @sanemititties: racists seeing                racists after 
#WhiteLivesMatter      realizing it’s all
trending                        k…",asl,2020-06-04 02:03:58,0,913,138,,en
GahertySusan,1268362829796651008,1259935744875016192,RT @staryskycosplay: Yall are forgetting about the most important blue life #BlueLivesMatters https://t.co/oWNVthRu4T,,2020-06-04 02:03:58,0,1151,7,"http://pbs.twimg.com/media/EZnrTjiU8AAYelx.jpg
http://pbs.twimg.com/media/EZnrTjiVAAElG4V.jpg",en
josh_asher_,1268362829406638080,451009825,RT @Pumpkinmixs: You all talking about Fictional Blue characters what about our Heroes of 2020 #BlueLivesMatter https://t.co/vhDgEUY29l,Jamaica,2020-06-04 02:03:58,0,110,593,"http://pbs.twimg.com/media/EZng44hWsAY2zEF.jpg
http://pbs.twimg.com/media/EZng44lXgAAqDV6.jpg
http://pbs.twimg.com/media/EZng44jXgAY_267.jpg
http://pbs.twimg.com/media/EZng44hWAAA-mD1.jpg",en
miaferris3,1268362828391596032,1197548979996614657,I’m all for #BlueLivesMatter but please just don’t burn American flags,"West Virginia, USA",2020-06-04 02:03:57,0,0,36,,en
poonlikka1,1268362824884948992,1226279778560249856,#whitelivesmatter  not anymore.,,2020-06-04 02:03:57,0,0,0,,en
Elisacalel4,1268362821429071873,1268248663933009920,RT @moonlightubat: #BlueLivesMatter wtf is this i’m calling the cops the real cops https://t.co/pjZPBYva28,,2020-06-04 02:03:56,0,813,0,http://pbs.twimg.com/media/EZnd82RWkAEdNgb.jpg,en
GabrielleJeanel,1268362820464279554,565920211,Black Lives Matter and so does our Right to VOTE! Take a moment and view my short film WTF - What The Future!… https://t.co/rsrLLYHfUh,"Atlanta, GA",2020-06-04 02:03:56,0,0,60,,en
NikitasDad,1268362819520643072,160312547,RT @larryelder: How many unarmed blacks were shot and killed by cops last year? 9. How many unarmed whites were shot and killed by cops las…,Workers' Paradise of Illinois,2020-06-04 02:03:55,0,2634,4219,,en
josh_asher_,1268362817293385728,451009825,"RT @Sasha_Blue_28: Everyone talking about
#BlueLivesMatter ...finally can pay respect and cheer for The ORIGINAL Blue....

 💜 you Blue!! ht…",Jamaica,2020-06-04 02:03:55,0,216,593,,en
oceanicroses,1268362813988155393,886316195212804096,RT @firelorddany: #BlueLivesMatters is trending so lemme remind u that this is the only blue life that matters https://t.co/8GWXrXYfiL,anne’s house of dreams ✨,2020-06-04 02:03:54,0,663,143,"http://pbs.twimg.com/media/EZnP6jxWoAknw8O.jpg
http://pbs.twimg.com/media/EZnP6riXkAwLaPH.jpg
http://pbs.twimg.com/media/EZnP60QWkAAka_U.jpg
http://pbs.twimg.com/media/EZnP6-zX0AETGaa.jpg",en
JmJm126,1268362812902051841,1221127369534078978,"RT @Blondepatti1: #TheMighty200
#BlueLivesMatter 
@MrAndyNgo 
Please RT ✅ this so this Antifa basement dweller is found. https://t.co/Ji1jr…",Texas,2020-06-04 02:03:54,0,50,1197,,en
17Jeonghanbaby,1268362812755148800,1141076223067598851,Oop mark said #BlueLivesMatter https://t.co/iXvp44JZxa,,2020-06-04 02:03:54,0,0,33,http://pbs.twimg.com/media/EZohNP2WAAAzsXX.jpg,en
jmm_58,1268362812226756608,82777352,RT @bigricanman: Rest In Peace Sgt Stephen Williams of the City of Moody PD who was shot &amp; killed in the line of duty on 6/2/20 while respo…,,2020-06-04 02:03:54,0,2646,1567,,en
lanasdreams,1268362811962523648,2878680945,RT @fantasfico: kpop stans ruining every white supremacist hashtag. i truly love to see it. #whiteoutwednesday https://t.co/zctCl4FaDN, ,2020-06-04 02:03:54,0,2199,1123,http://pbs.twimg.com/ext_tw_video_thumb/1188968795169284097/pu/img/KkN4ttPtGFamcCD0.jpg,en
Ronin1021,1268362807843655680,2373026731,RT @Maximus_4EVR: General Mattis is upset he lost his job. Where was he when President Obama divided America with his anti #BlueLivesMatter…,,2020-06-04 02:03:53,0,31,2465,,en
josh_asher_,1268362806811856897,451009825,RT @Constellasaur: You guys had me wondering why the fuck #BlueLivesMatter was trending and ya'll got me WHEEZING https://t.co/HsE3OflDH1,Jamaica,2020-06-04 02:03:52,0,296,593,"http://pbs.twimg.com/media/EZnT8IRXgAMSZqa.jpg
http://pbs.twimg.com/media/EZnT8jTWkAEIv_Q.jpg
http://pbs.twimg.com/media/EZnT8-EWAAEsfrb.jpg
http://pbs.twimg.com/media/EZnT9mUWAAAy54p.jpg",en
Sdsorhaindo56,1268362804546936833,4903093312,"RT @BDaveWalters: HOLY SHIT DID YOU HEAR WHAT HAPPENED IN BOSTON?
#BlueLivesMatter https://t.co/AArGx0Gl2L",,2020-06-04 02:03:52,0,37922,692,"http://pbs.twimg.com/media/EZlZ47xUEAE4_iL.png
http://pbs.twimg.com/media/EZlZ8JRU0AYxDrD.png",en
